幹嘛 搞 得 這麼 誇張,聽說 在 舉行 這 場 發佈 會 之前 就 已 有 商業 間諜 在 暗地裡 展開 各種 活動 了 
爸爸 ， 警局 的 高層 好像 也 來 了 ， 不要 喝 得 太多 啦,知道 啦 
這裡 應該 是 隨便 吃 的 吧,大概 是 吧 
不是 告訴 過 你 要用 小孩子 的 口氣 說話 嗎,這樣 可以 吧 
怎樣 ， 這樣 可以 吧,好 可怕 
難道 園子 也 被 選上 了 嗎,因為 鈴木 財團 也 出資 贊助 了 遊戲 開發 
再說 ， 你們 真的 有 被 邀請 嗎,太 失禮 了 吧 
你們 知道 嗎 ， 人 在 出生 的時候 就 已經 決定 他 的 一生 了,是 啊 是 啊 
沉睡 的 小 五郎 是 睡著 時 讓 老婆 逃掉 了 才 會 有 這個 綽號 的 吧,才 不是 在 睡覺 的時候 呢 
你們 的 父母 沒有 教 你們 什麼 叫作 公共道德 嗎,了不起 死 了 ， 不 借 你 錢 了 
大叔 ， 你 是不是 不 認識 我們 ？ 如果 和 我們 作對,明天 就 要 被 炒魷魚 了 哦 
那麼 ， 在 這 之前 ， 讓 我 先 把 你們 從 這裡 趕出去 吧,走 吧 
你 這個月 去 哪兒 了,幫 爸爸 做 事去 了 
媽媽 呢,她 說 好久 沒 回 日本 了 ， 所以 去 參加 同窗 聚會 了 
一定 是 他 很 努力 想出來 的,就 讓 他 說說 看 吧 
為什麼 啊,因為 「 繭 」 的 樣子 很 像 搖籃 
不對 ， 我 覺得 是 一 ， 表彰,那個 也 不對 
看來 他 還 真的 是 很 喜歡 這 東西,在此 類 銅像 中 有 如此 充滿 鬥志 的 姿態 真是 罕見 
大概 跟 他自己 很 像 吧,糟糕 
秀樹 ， 別在 這裡 踢球,是 
好像 有點 過分 了,才 不會 呢 
看上去 都 是 些 便宜貨,不會 吧 
這種 地方 怎麼 可能 放 貴重 的 東西 呢,說 得 也 是 
堅村 先生 在 哪裡 ， 我 想見 他,是 ， 我 馬上 去 找 他 ， 工藤 先生 
麻煩 您 簽名,先生 ， 我 也 要 
你 看起來 很 精神 ， 我 也 就 放心 了,你 也 是 
我 必須 馬上 趕回 會場,你 就 直接了當 的 說 ， 如何 
弘樹 托付 給 你的 DNA 探查 程式 ， 你 到底 打算 要 多少 錢 才 肯 賣給 我,我 並 沒 打算 向 你 勒索 ， 我 只 希望 你 能 贖罪 
主任 ， 工藤 先生 說 要見 您,打攪 了 
怎麼 了 ， 主任,這次 又 有 什麼 花樣 呢 
接下來,請 欣賞 今天 的 特別 嘉賓 
什麼 ， 洋子 也 來 了 嗎,得去 搶 最前面 的 位子 才行 
千葉 ， 封鎖 所有 的 出入口,遵命 
好像 來 了 很多 大人物,是的 
警視廳 副 總監,金融界 的 實業家 
請帶 我 過去,是 
爸爸 和 柯南 到 哪裡 去 了,警官 大人 
哦 ， 毛利,你 也 來 啦 
凶器 可能 是 兇手 珍愛 的 東西 吧,要不 就是 留下來 會 讓 人 知道 兇手 是 誰 
話說回來 ， 為什麼 開發 負責人 會呆 在 這種 地下室 呢,因為 主任 說 在 人 出入 頻繁 的 地方 無法 集中 精力 ， 所以 一個人 在 這兒 
桌上 的 鍵盤 會不會 是 死亡 訊息,什麼 
那 不是 柯南 嗎,柯南 為什麼 會 在 遊戲 參加 者 的 行列 裡 
可是 這樣 園子 你 ...,沒關係 ， 我 一點 興趣 都 沒有 
聽說 你 跟 堅村 是 長久以來 的 老朋友,知不知道 他 跟 什麼 人 有仇 
你 不是 跟 他 在一起 的 嗎,他 剛才 還 在 這裡 
難道 柯南 用了 我 送給 他 的 禮物 了 嗎,我們 走 吧 ， 博士 
辛 多拉 社長 ， 系統 發生 異常,什麼 
那是 在 兩 年前 由 被 我 當成 親生 兒子 般 疼愛 的 弘樹 所 完成 的,所以 現在 應該 跟 弘樹 是 同樣 年紀 
你 控制 孩子 們 的 遊戲 想 幹什麼,我的 目的 是 想要 讓 日本 這個 國家 重生 
為什麼 你 會 在 這裡,因為 我 擔心 你 啊 
說 了 那麼多 ， 原來 你 也 很想 參加 這個 遊戲 啊,是 呀 
這裡 似乎 有 什麼 線索,殺死 堅村 的 兇手 的 線索 
如果 大家 都 出局 的 話 ， 我們 真的 會死 嗎,我 可能 沒辦法 活下去 
為什麼 我們 會 遇到 這麼 倒霉 的 事,人家 又 不是 因為 自己 想要 而 成為 爸爸 的 孩子 的 
你們 也 和 我們 一塊 嗎,別 妨礙 我們 哦 
這是 我們 要 說 的 話 才 對,好了 好了 ， 不要 吵架 
為什麼 會 變得 如此 失控,讓 我 來 好好 說明 
弘樹 之所以 想 開發 人工 智慧,是 因為 自己 曾經 有過 這種 痛苦 的 經歷 
若 能 將 「 遵循 父母 所鋪 的 路走 就 行 」 這種 社會 現象 加以 破壞 的 話,日本 就 會 改變 
他 委託 你 調查 什麼 事,他 要 我 再 調查 一次關 於 弘樹 的 自殺 事件 
你 是 說 弘樹 不是 自殺 而是 他殺 嗎,不 ， 以 那種 情況 來說 應該 是 自殺 
堅村 先生 和 弘樹 是 什麼 關係,堅村 是 弘樹 的 父親 
要進 這裡 面去 嗎,走 吧 
工藤 先生 既然 負責 策劃 這個 遊戲 ， 應該 知道 如何 攻關 吧,是的 
只要 能 聯絡,我 就 可以 給予 指示 幫助 他們 
好 冷,穿上 這個 吧 
灰原 ， 穿上 外套 吧,哎呀 ， 謝謝 你 
我 很 怕熱 ， 沒關係 的,謝謝 
聽得到 嗎 ， 柯南,我 是 阿笠 
怎麼 了 ， 博士,聽 不見 啊 
那麼 ， 我們 怎樣 才能 找到 能 幫助 我們 的 角色 呢,剛才 警察 不是 已經 說 了 嗎 
可是 ， 那是 出現 在 柯南道爾 小說 中的 人物 吧,這個 遊戲 可能 是 個 將 現實 與 小說 融合 在一起 的 世界 
那 幫助 我們 的 人 是 那 位 夏洛克 福爾摩斯 嗎,是 ， 他 應該 是 存在 於 這個 世界 的 
真的 嗎 ， 有 福爾摩斯 的 話,就 等於 多 了 100 人 的 力量 啊 
我們 快 走 吧 ， 去 貝克 街,好 啊 ， 只要 能 見到 福爾摩斯 
喂 ， 你 不 覺得 那個 鐘 有點 怪 嗎,分針 倒 回去 了 
這是 什麼 意思,是 在 被 幹掉 之前 先 把 對方 幹掉 吧 
這麼 晚了 ， 是 哪 位,我 ， 我 叫 毛利 蘭 
喂 ， 博士,到底 是 怎麼 回事 啊 
可惡 ， 如果 孩子 們贏 了,我 就 要 把 你 這種 電腦 扔到 大型 垃圾 回收場 
就是 你們 在 兩 個 禮拜 前 幫助 福爾摩斯 先生 破案 立了 大功 吧,來 吧 ， 快請 進來 吧 
那是 什麼,福爾摩斯 僱傭 的 流浪 小孩 們 
也就是 我們 少年 偵探團 的 前輩,沒錯 
你們 先 放鬆 休息 吧,謝謝 你 
我們 該 怎麼 做 呢,那個 戴 眼鏡 的 一定 知道 
既然 是 福爾摩斯,那 他 一定 收集 了 很多 關於 開膛手傑克 的 資料 
那麼 ， 大家 分頭 來 找找 看 吧,好 ， 那 我 找 這邊 
既然 這樣,我 好 想 一直 呆 在 遊戲 裡 啊 
有 了 ， 是不是 這個,關於 開膛手傑克 的 調查 
那 傢伙 是 誰 啊,自顧 自 說 ， 我們 可 不明白 啊 
他 是 福爾摩斯 的 宿敵,控制 著 倫敦 的 黑暗 勢力 
據說 他 對 整個 歐洲 都 有著 很大 的 影響力,犯罪 界的 拿破侖 
既然 教授 不露 身影,那 我們 就 去 找 跟 他 有關 的 人 好了 
哇 ， 是 真槍 耶,放回去 ， 元 太 
可是 我們 不是 要 去見 危險 的 傢伙 嗎,還 沒 用慣 的 武器 是 派不上 用場 的 ， 只 會 惹出 麻煩 
你們 怎麼 也 進來 了,想 一個人 獨佔 功勞 ， 門 都 沒有 
他 在出 老千,你 看得出來 嗎 
你 有 我 出 老千 的 證據 嗎,當然 有 
莫蘭 ， 你 太 卑鄙 了,是 你自己 要 上當 的 
莫里 亞蒂 教授 在 哪兒,小鬼 ， 你 怎麼 會 知道 他 的 
我 被 打倒 了,這樣 我 就 還 了 你 救 我的 人情 了 
本來 打算 抓住 你們 後 再 逼問 你們 是 誰 的 手下,不過 現在 看來 沒有必要 了 
那你 就 開槍 吧,即使 教授 的 紅酒 被 打破 也 沒關係 的 話 
你 想 違抗 莫里 亞蒂 大人 嗎,我 將 他們 帶來 了 
把 那 瓶 紅酒 交給 我 吧,好 的 
你 能 和 莫蘭 上校 互相 較量,不愧 是 福爾摩斯 的 弟子 
聲音 全都 是 教授 用 腹語 講 的 ， 對 吧,沒想到 連 這 點 都 被 你 看穿 
你 是 怎麼 知道 的,因為 剛才 莫蘭 上校 對 大叔 說 「 請 等一下 」 
只有 這 點 而已 嗎,還有 一點 
你 是 在 還 他 紅酒 時 聞到 這 股 味道 的 是 嗎,是的 
為什麼 要 殺害 無辜 的 女性 呢,開膛手 變成 了 超乎 我 想像 的 殺人 惡魔 
你 要 命令 他殺 誰,看 明天 的 報紙 就 知道 了 
喂 ， 你 真的 相信 這個 老頭 說 的 話 嗎,賭賭 看 吧 
我 很 喜歡 福爾摩斯 當時 所 說 的 一句話 ， 你 知道 是 什麼 嗎,不知道 
已經 過去 的 事 即使 後悔 也 沒用 了,你們 會 這麼 想 已經 可以 算是 成長 了 
據說 是 福爾摩斯 一生 中 唯一 愛過 的 女人,也就是 把 福爾摩斯 所 愛 的 人 作為 殺害 的 目標 
請問 休息室 在 哪裡,就 在 最 裡面 貼有 海報 的 房間 
福爾摩斯 人 呢,他 本來 很 期待 今晚 的 演出 ， 因為 出去 調查 案件 了 ， 所以 沒法 來 
為什麼 要殺 我,因為 他 想 看到 福爾摩斯 失去 你 之後 悲傷 的 表情 
你 真的 無所謂 嗎 ？ 成為 開膛手傑克 的 第五 個 犧牲 者,大家 會 保護 我的 ， 不是嗎 
雖然 找不到 幫助 我們 的 角色,但 對 我們 而言 你 就是 福爾摩斯 
你 ， 你 擁有 這種 能力,沒有什麼 案子 是 福爾摩斯 解決不了 的 對 吧 
我 還 沒 問 你的 名字 呢,我 叫 江戶 川 柯南 
請 將 乘客 集中到 同一 節 車廂 中,知道 了 
那麼 各位 ， 請 舉起 雙手,好 讓 我們 確認 手上 是否 持有 凶器 
難道 說 這 隻 小 戒指 是 開膛手傑克 的 嗎,是的 
開膛手傑克 因為 很想 跟 母親 一起 參加 義賣會 所以 才 留下 戒指 的 是 嗎,嗯 ， 好像 是 這 意思 
如果 從小 就 一直 戴 著 同樣 尺寸 的 戒指 的 話 ， 你 想 那 根 手指 會 變成 什麼 樣 呢,也許 十根 手指 裡面 只有 那 根 手指 特別 的 細 
你 知道 兇手 是 誰 了 嗎,問題 在於 兇手 是 如何 準備 凶器 的 
因此 可以 想到 的 只能 是,凶器 是 從 一 開始 就 佈置 在 會場 裡 的 東西 
可是 ， 那個 東西 在 哪裡,晚會 會場 裡 的 銅像 其中 有 一 尊握 著 短劍 
要是 去拔 那個 東西 肯定 會 被 人 看到 的,趁 會場 的 燈光 熄滅 時 拔下 來 的 
可是 ， 要是 短劍 不見了 的 話 ， 應該 會 有人 發現 的 吧,他 放了 假的 在 上面 
那 現在 銅像 手上 拿 的 就是 作案 時 使用 的 短劍 咯,是的 
如果 剛才 踢 下來 的 短劍 是 真的 ， 應該 也 會 檢測出 少年 的 指紋 才 對,可是 短劍 上 只有 辛 多拉 社長 一個人 的 指紋 
聽說 銅像 上 的 短劍 是辛 多拉 家族 歷代 家傳 的 古董 寶貝 ， 是 吧,你 說 的 沒錯 
殺死 母親 ， 報了 多年 的 怨恨 後 ， 現在 你 還 想要 什麼,我 想要 活下去 
讓 流在 我 身體 裡 的 罪惡 之 血,乘著 諾亞方舟 流傳 到下 個 世紀 
這 把 短劍 呢,據說 是 一百年 前 的 連續 殺人 惡魔 ， 開膛手傑克 所 使用 過 的 凶器 
為什麼 你 不 加以 抗爭 呢,就 像 現在 的 柯南 他們 一樣 
你 知道 是 什麼 嗎,不知道 
如果 真的 可以 將 你 毀滅 的 話,為了 公眾 的 利益 我 會 很 樂意 迎接 死亡 
喂 ， 如果 不 把 列車 停下 我們 還 能 存活 下去 嗎,我們 還 不能 說 已經 贏 了 這 場 遊戲 啊 
難道 你 想 辜負 大家 的 希望 嗎,傻瓜 ， 我 也不 想 放棄 啊 
讓 大家 得救 的 唯一 方法,只有 切斷 火車頭 與 客車 車廂 的 連接 部分 才行 
可是 只 靠 我們 兩人 的 力量,根本 掰 不動 那個 連接 部分 
你們 還 沒有 渾身 浴血,你們 還 活著 不是嗎 
你們 已經 放棄 了 嗎,你們 明明 已經 把手 放在 了解 開 真相 的 繩結 上 了 
在 人生 這 條 無色 的 繩索 中 纏繞 著 一 條 叫作 殺人 的 紅色 繩索,而 我們 的 工作 不 就是 解開 這個 結 嗎 
到底 是 怎麼 回事,先 別問 ， 快 過來 
你 借用 了 諸星 的 數據 一起 參加 了 這個 遊戲 是 吧,你 是 什麼 時候 發現 的 
你 不用 擔心,現在 我 已經 把 跟 現實 世界 的 通信 切斷 了 
其實 你 相信 我們 一定 會 團結一致 克服 所有 的 危機,不是嗎 
哪怕 一次 也好,因為 我 總是 在 工作 
第一次 見面 時 說 的 那 句話 嗎,奇怪 ， 你 是 怎麼 知道 的 
我 也 是 從 新 一 哥哥 那裡 聽來 的,原來 是 這樣 啊 
還 多虧 他 纏著 我們 講,所以 這次 我們 才 得救 了 
多 里亞 先生 嗎,我 是 佛吉尼亞 · 古德曼 
進來 吧,謝謝 
給 我 兩 分鐘 時間 穿 衣服,好 的 
我 以為 你 會晚 點到,沒錯 ， 遺憾 的 是 ， 出了 點 狀況 
我 打不通 菲利克 斯 的 電話,他 出城 了 
但 他 向 我 保證 我 不會 有事 ， 他 有 個 計策 ...,他 上次 也 跟 我 這麼 說 
但 我們 仍 不知道 是 什麼 ， 我 現在 只 知道 一 件事,什麼 
你 今晚 很 可能 被 傳喚 參加 聽證會,你 在 說 什麼 
如果 我 有 想 補充 的 ， 你 覺得 我 會 到現在 還 沒 說 嗎,他們 會 提請 將 你 立即 逮捕 ， 多 里亞 先生 
為什麼 是 這 家離 你 住處 300 公里 遠 的 酒店,不知道 
把 你們 叫到 那麼 偏遠 的 地方 ， 不 覺得 奇怪 嗎,這 有 關係 嗎 
你 和 你的 情婦 以前 去過 那裡 嗎,古德曼 女士 ， 我 被 指控 謀殺 ， 這 才 是 問題 
怎麼 了,他 拿到 了 你的 手機 
我 會 解釋 一切 ， 來 貝拉 維斯塔 酒店 715 號房,這是 圈套 
醒後 最先 是 什麼 情況 ， 記得 嗎,有 敲門聲 
按 你的 說法 來看 ， 殺害 你 情婦 的 兇手 只能 是 蒸發 了,看起來 是 這樣 
酒店 職工 說 只有 你 有 鑰匙,那個 作案 現場 是 用來 陷害 我的 
誰 設 的,不知道 
出於 什麼 原因,我 不知道 
不然 你 知道 會 怎麼樣 嗎,怎麼樣 
你 會不會 被 判罪 ， 不是 我的 職責,你 錯了 
我 告訴 你 這是 場 陰謀 ， 你 會 怎麼 想,我 跟 你 說 了 怎麼 回事 ， 你 還要 我 說 什麼 
親愛的 ， 巴黎 之行 怎麼樣,法國人 太 噁心 了 
談得 不 順利 ?,我們 沒 達成 共識 
索尼 婭 ， 我 得去 機場 了,好 的 ， 你 要 回家 還是 回 巴賽隆納 待著 
登機 後 給 我 發條 簡訊 ， 我愛你,我 也 愛你 
是 誰,索尼 婭 
幾點 了,快六點 了 ， 我們 睡過頭 了 
導航 上 不是 這個 方向,往 這 條 路開 更 快 
要 我 開 嗎,來 ， 開 吧 
我 喜歡 我們 在一起 的 感覺,還 記得 我們 起初 說 過 的 話 嗎 
你 想 離開 索尼 婭 ?,不 想 
你 沒事 嗎,應該 沒事 
聽 著 ， 我們 沒錯 ， 都 怪 那 頭 該死 的 鹿,我 開得 太 靠 左 了 
你 在 說 什麼,要嘛 犧牲 他 ， 要嘛 犧牲 我們 ， 阿德 里安 
糟糕,怎麼 了 
他 要是 看到 了 什麼 怎麼辦,沒有 
他 要是 看到 了車 裡 的 人 呢,得 把 人 帶走 
你 瘋 了 嗎,他 是 目擊者 ， 懂 嗎 
你好,你好 ， 一切 都 好 嗎 
你 有 手電筒 嗎,這 車是 我 姊姊 借來 的 ， 所以 我 不知道 放 哪 了 
要 多久,修理 
拖車 ?,不是 ， 修理 
你 怎麼 來 這裡 了,我 姊姊 住 在巴 瓦斯 特羅 
你 是 做 什麼 的,我 是 開 書店 的 
你 還 沒 告訴 我 你的 名字,拉 奎爾 
拉 奎爾 ， 你的 手機 響了,沒錯 
你的 航班 是 幾點 的,我 正 想 打電話 跟 你 說 我 趕不上 了 
這裡 干擾 太多 了 ， 你 趕不上 是出 什麼 事 了 嗎,沒有 ， 只是 引擎 出了 問題 
蘿拉 ， 你 沒事 吧,我 沒事 ， 很 抱歉 我 沒 早點 打電話 給 你 
我愛你,我 也 愛你 
很 高興 認識 你,我 也 是 
你 受傷 了 嗎 ， 你的 手腕 上 有血,可能 是鹿 身上 的 
你 要 喝 咖啡 嗎,好 的 
進來 吧,不了 ， 我 就 在 這 等 
你 有 孩子 嗎 ， 我 看到 你 戴 著 ...,沒有 ， 沒有 
我 丈夫 想要 ， 我 也 想要 ， 但 工作 太忙 ， 所以 ...,別拖 太久 就 好 
留下 吃 晚飯 嗎,已經 很 晚了 ， 我 得走 了 ， 抱歉 
他 有 對 你 說 過 什麼 嗎,或許 他 改 主意 了 
為什麼 撒謊,或許 他 認識 了 一個 姑娘 
你 聽到 了 嗎,聽到 了 
你 在 這裡 有 聽到 電話鈴聲 嗎,沒 
他 出門 從 不會 不 帶 手機,他 大概 忘記 帶 了 
你 怎麼 看 ， 拉 奎爾,很遺憾 ， 太晚 了 ， 我 真的 得走 了 
不好意思,沒事 
菲利克 斯 ， 你 在 哪,我 剛 下飛機 ， 在 畢爾巴鄂 的 機場 
佛吉尼亞 · 古德曼 在 我 這 ， 她 說 控方 比 我們 領先 一步,領先 一步 ? 
你 什麼 時候 回來,今晚 ， 把 電話 給 她 
菲利克 斯 ?,怎麼 回事 
有 個 新 的 證人 ， 現在 在 法院 了,佛吉尼亞 ? 
報告 中 沒有 這個 ， 你 怎麼 知道,這 和 細節 有關 ， 多 里亞 先生 
這是 什麼 意思,聽 著 
然後 呢,這 名 女子 的 車牌 號 
你 為什麼 那麼 緊張,你 不 告訴 我 ， 我 沒法 幫 你 
你 跟 那 起 男孩 失蹤案 有關 嗎,我 當時 不在 巴黎 
我 和 一個 女人 在一起,所以 伊娃 證明 不了 你 去過 巴黎 
你 能 偽造 成 我 去過 嗎 ， 幫 我 搞 個 不 在場 證明 ?,我 有的 選 嗎 
我 還有 一 件事 要 你 幫忙,什麼 
我 不 想 警方 報告 中 有 我,我 會 處理 
你 告訴 她 警方 要 你 指認 她 時 ， 她 什麼 反應,我 沒 跟 她 說 過 這個 
你 在 哪 給 我 打電話,電話亭 
在 有 監視器 的 地方 打電話 很不 明智 啊 ， 多 里亞 先生,我 知道 ， 我 當時 很 緊張 
那你 什麼 時候 打的 ， 為什麼 打,我 意識到 她 會 不擇手段 的時候 
準備好 出海 遊玩 了 嗎,我 剛 接到 個 重要 電話 ， 我 要 去 跟 李 先生 會面 
你 在 哪 給 我 打電話,電話亭 
這是 什麼,那個 男孩 的 錢包 
你 當 陪審團 是 白癡 嗎,蘿拉 曾 在 銀行 上班 
難道 蘿拉 一直 在 學習 這 方面 的 知識 ?,或許 她 丈夫 幫忙 了 
你 知道 你 做 了 什麼 嗎,你 覺得 呢 
怎麼 了,怎麼 了 ， 別 那樣 看 著 我 
你 沒 報警 ， 因為 你 知道 這麼 做 是 對 的,不是 ， 這麼 做 是 錯 的 
多 里亞 先生 ， 你 感覺 怎麼樣,非常 高興 
你 知道 我 是 誰 嗎,我 只 知道 你 不是 伊凡 · 索托 
你 怎麼 確定 呢,我 跟 你 說 過了 
我的 兒子 在 哪,我 向 你 保證 ， 你 搞錯 了 
是不是 被 你 處理掉 了,就 像 這樣 ? 
地址 ?,別爾赫聖 雷蒙 街 5 號 
會 讓 你 想到 什麼 呢,讓 我 想到 那 家 酒店 的 謎團 
出於 什麼 目的 呢,為了 勒索 我們 ， 他 知道 我們 是 罪魁禍首 
你 有 更好 的 主意 嗎,我 問 你 三 個 問題 
你 明白 了 嗎,給 控方 的 回答 要 確切 
你 找 了 個人 教 我 在 受審 時 怎麼說 ?,她 是 打官司 的 最佳 律師 
你 瞭解 橫向 思維 的 概念 嗎 ， 多 里亞 先生,就是 改變 角度 去 看待 已 給 的 問題 
如果 謎團 的 答案 並 不在 那 間 房間 裡面 ， 而是 在 外面 呢,她 現在 在 別爾赫 附近 上班 ， 離家 20 分鐘 的 路程 
是 那樣 嗎,你 自投羅網 ， 還 送上 了 蘿拉 
午安,午安 
有人 嗎,裡面 沒事 吧 
晚安,晚安 
你 為什麼 不 說出 真相,因為 對於 湯瑪斯 · 加里 多不留 蹤跡 地 消失 一 事 ， 我 想 聽聽 你的 說法 
你 不是 來給 我 辯護 的 嗎,那就 做好 你的 工作 
我 向 你 保證 ， 我的 連勝 記錄 不會 在 我 最後 一起 案子 上 被 打破,所以 ， 從 現在 起 ， 你 要 按 我 說 的 做 
從 現在 起 ， 別 再 有所 隱瞞,沒有 了 
沒有 了 ?,沒有 了 
這 有 什麼 錯 嗎,你 說 的 一切 或許 都 發生 了 
但 如果 是 你 打破 了 永不 相見 的 約定,而 不是 蘿拉 呢 
你 在 幹嘛,我 在 報警 
他 要是 看到 了 什麼 怎麼辦,沒有 
那就 向 我 承認 你 殺 了 蘿拉,我 承認 
你 有 咖啡 嗎,有 
菲利克 斯,怎麼 搞 的 
我 手機 關機 了 ， 有 什麼 事,我 找到 他 了 ， 能 說 你 當時 不在 那 
我們 可以 信任 他 嗎,絕對 可以 
你 和 佛吉尼亞 · 古德曼 怎麼樣,我 不得不 把 所有 的 事 都 告訴 了 她 
所有 的 事 ?,所有 的 事 
你 覺得 怎麼樣,你 說 得 沒錯 
她 真的 很棒,我們 可以 信任 她 
哪來 的,你 不是 很 聰明 嗎 ， 你 告訴 我 啊 
我們 只 想 找到 他 ， 把 他 安葬,對 司法 機關 失望 的 他們 ， 決定 觀察 敵人 ， 伺機而動 
這裡 是 警局 ， 有 什麼 需要 幫助 的 嗎,我 是 丹尼爾 · 加里 多 的 父親 
你 說 誰 很 囉嗦,喂 ， 不要 突然 跳出來 啊 ， 白癡 
你 才 是 白癡 呢 ， 在 對 著 誰 說話 啊,我 在 用 通俗易懂 的 語言 給 各位 觀眾 解釋 呢 
這麼 說 你 還是 不能 回來 嗎,是 啊 ， 忙著 調查 案子 
聽說 那個 京都府 警綾 小路 警部 和 白鳥 警部 是 同時 進入 警界 的,是 啊 ， 聽說 是 官宦 子弟 ， 外號 「 貴族 警部 」 
那 ... 那是 什麼,是 他 的 寵物 斑紋 松鼠 
聽說 一直 帶 在 身邊 的 哦,是 個 比 白鳥 還要 怪 的 人 吧 
關於 兇手 的 線索 呢,可以 肯定 是 個 劍道 和 弓箭 的 高手 
真是的 ， 這不 是 很 重要 的 東西 嘛,是 啊 ， 一定要 收藏 好 才行 
平次 你 要 出去 嗎,是 啊 ， 有些 事情 想 調查 一下 
有 什麼 事 嗎,本來 想 找 你 一同 去友 呂岐 綠地 看 櫻花 的 
真 羨慕 柯南 可以 去 京都 啊,好像 是 毛利 接到 了 一個 叫山 能寺 的 寺廟 的 委託 
怎麼辦,試試看 吧 
你們 三 個 都 知道 弁慶 是 誰 吧,是 義經 的 家將 對 吧 
義經 是 誰 啊,乳 名叫 牛若丸 
我們 可以 去 京都 了,可是 答對 的 是 小哀 啊 
你 就是 那個 有名 的 毛利 小 五郎 嗎,哪裡 ， 我 這麼 有名 嗎 
聽說 寺裡 有件 十二年 才 展出 一次 的 密寶,是的 ， 就是 藥師如來 的 佛像 
我們 也 很想 看 所以 才 特地 過來 的,這樣 的 話 藥師如來 也 會 很 高興 的 哦 
什麼 ， 主 佛像 被 偷 了,是的 ， 那 已經 是 八年 前 的 事 了 
來 啊 ， 你 也 介紹 一下 嘛,好 的 
該 怎麼 答謝 你 呢,不用 了 ， 又 不是 什麼 了不起 的 事 
下次 一定 記得 來 店裡 玩,回去 小心 一點 
這一 點 又 是 什麼 呢,不過 是 弄髒 了 吧 
喂 喂 ， 真的 假的 啊,找 佛像 的 事 就 交給 專家 
我們 去 參觀 京都 吧,就 這樣 就 這樣 
柯南 也 一起 去 吧,我 就 不 去 了 
大 哥哥 ， 把 竹刀 還給 我 啊,不好意思 ， 謝謝 啊 
喂 ， 我們 走 吧,要 好好 練習 哦 
你 在 這種 地方 做 什麼,那你 又 是 在 做 什麼 呢 
在 關西 說到 偵探 的 話 應該 是 我 吧,他們 可能 是 不 想 讓 警察 知道 吧 
下一個 在 哪裡,蹴上 斜坡 
你 在 笑 什麼,對不起 對不起 ， 你 繼續 
好像 在 哪裡 看到 過,真的 嗎 
誰 也 有 和 這一 樣 的 珠子 嗎,沒有 
那麼 ， 她 知道 這 件事 嗎,雖然 我 沒有 和 她 詳細 說 過 ， 但 她 好像 是 知道 的 
她 知道 這 件事 是 因為,雜誌 的 採訪 報道 
這是 什麼 啊,只是 個 水晶 珠子 而已 
那你 認識 那個 女孩子 嘍,我 怎麼 可能 認識 呢 
而且 連 自己 小時候 的 照片 都 登上 去 了,真 可愛 
這裡 可是 鐵軌 啊,別 和 我 說話 ， 會 分心 的 
那 傢伙 應該 就是 殺害 源氏 螢 成員 的 兇手 吧,可能 吧 
你 為什麼 會 在 這裡,在 街上 偶然 碰到 了 工籐 
