幹嘛 搞 得 這麼 誇張,聽說 在 舉行 這 場 發佈 會 之前 就 已 有 商業 間諜 在 暗地裡 展開 各種 活動 了 
那麼 ， 畫裡 的 謎題 解開 了 嗎,還 沒 ， 很難 啊 
你們 幾個 怎麼 來 了,是 住持 告訴 我們 的 
你 認識 嗎 ， 平次,算是 吧 
是 我 約 他 來 的 嘛,是 啊 
好像 每個人 都 有本 《 義經 記 》 呢,我 也 有 啊 ， 那 可是 本 好書 
安宅 是 什麼,是 能劇 的 一個 劇目 
為什麼,為了 騙 過關 口 的 看守 
您 可以 去 隔壁 的 房間,不用 了 ， 下面 的 房間 就 可以 
可以 看見 河 呢,是 鴨川 
受 了傷 嗎,是 啊 ， 一點點 
是不是 很 關心 那個 舞妓 啊,白癡 ， 胡說 什麼 呢 
怎麼 了,我 想起 了 以前 和 小蘭 約好 見面 的 事情 了 
對不起 ， 其實 我 完全 ...,太好了 
小蘭 ， 打電話 報警,是 
是 高中生 偵探 ， 服部 平次 嗎,是的 
在 警察 來 之前 大家 都 到 剛才 的 房間 去 等 著 吧 ， 絕對 不可以 出去,知道 了 
你 怎麼 看 ， 是 外面 的 人 幹 的 嗎,雖然 不能 說 完全 不可能 ， 但是 如果 大門 被 打開 發出 了 聲音 ， 老闆娘 應該 會 注意到 
為什麼 水尾 去 上廁所 的時候 千賀 鈴要 陪 著 他 呢,舞妓 們 好像 都 是 這麼 做 的 
這是 什麼,那 幅畫 的 複印 件 
櫻 先生 就是 伊勢 三郎 ？,是 啊 ， 他 好像 也 是 源氏 螢 的 成員 
那 不是 很 有可能 櫻 先生 隨身 帶 著 原件 ， 然後 被 兇手 拿走 了 嗎,原來如此 
在 外面 的 共犯 把 兇器 從 河裡 撿走 了,這是 不可能 的 
為什麼 啊,今晚 是 滿月 ， 外面 很 亮 的 啊 
還有 ， 你 是 誰 來著,我 是 警視廳 的 白鳥 
還 痛 嗎,有 一點 
警部 先生 ， 那 把 短刀 呢,現在 正在 化驗 
什麼 證據,證明 那 把 短刀 是 殺害 櫻 先生 的 兇器 的 證據 
沒關係 嗎 ， 不 呆 在 醫院 靜養,沒關係 啦 
該 不會 那個 戴 老翁 面具 的 就是 你的 初戀 情人 吧,怎麼 可能 有 這種 事 
各位 有 誰 練過 射箭 嗎,射箭 嗎 ， 沒有 
請進,好 的 ， 多謝 
以後 也 請 多多 捧場,哪裡 哪裡 
剛才 你 唱 的 是 什麼 歌,我們 叫 它 手球 歌 
你 該 不會 認為 她 就是,絕對 沒錯 
你們 幾個 怎麼 來 了,我們 答對 了 博士 的 問題 
可是 元 太 他迷 了路,那就 用 偵探 徽章 啊 
所以 想用 你的 那個 眼鏡 來 找 一下,OK ， 就 交給 我 吧 
這 東西 還 真是 方便 啊,是 啊 
不 覺得 很 奇怪 嗎,確實 奇怪 
哪兒 奇怪 啊,比如說 如果 白鳥 他 一個人 戴 著這 三樣 就 很 自然 
怎 ， 怎麼 回事,肚子 餓 了 
你 真的 知道 殺害 櫻 先生 的 兇手 是 誰 了 嗎,是的 
他 沒問題 的 吧,總之 先 聽 他 說完 
可是 我 剛剛 才 開始 學 ， 怎麼 可能 殺 得了 人 呢,我 也 是 這樣 想 的 
服部 ， 八年 前 你 偷偷 溜進 去 的 就是 山能 寺 吧,你 怎麼 知道 
可是 這 顆 水晶 珠 恐怕 不是 你的 初戀 情人 掉 的 哦,你 說 什麼 
我 餓 了,是 嗎 ， 我們 馬上 就 到家 了 
這個 玉 龍寺 ， 現在 在 哪裡,在 鞍馬山 的 深山 裡 
為什麼 特地 選擇 在先 斗町 而 不是 別的 地方,因為 只有 那裡 的 茶屋 後面 有 河水 流過 
怎麼 知道 我 是 兇手 的,因為 你 刻意 假裝 自己 不會 射箭 
你 想 獨佔 佛像 果然 還是 為了 錢 吧,沒錯 ， 不過 並 不是 為了 私慾 
你 只是 在 利用 龍圓 先生 而已 吧,沒錯 ， 之前 聽 他 提到 過 佛像 的 事 
如果 你 告訴 我 佛像 藏 在 哪裡 的 話,什麼 
快 說 ， 佛像 到底 在 哪裡,就 在 這個 寺院 裡 
這 就是 所謂 的 騎驢 找驢 吧,你 胡說 
你 是 誰,工籐 新 一 
那麼 平次 的 狀況 呢,明天 做 全面 檢查 前 必須 靜養 ， 所以 工籐 拜託 我 好好 看 著 他 
我 可 沒有 那麼 黑 喲,是 嗎 
連 小蘭 都 不能 說 嗎 ， 為什麼,反正 見不到 ， 還不如 不知道 的 好 
找到 了 嗎,還 沒有 
你的 表情 還是 和 那時侯 一樣 呢,怎麼 搞 的 ， 大汗淋漓 呢 
平次 ， 在 弁慶 的 抽屜 裡 有刀,什麼 ， 這個 櫃子 裡邊 嗎 
你們 去 抓 那個 小姑娘,是 
醒過來 了 嗎,爸爸 
短劍 嗎,這 可不是 一般 的 短劍 
刃 上塗 了 見血 封喉 的 劇毒 哦,什麼 
想 成為 義經 的 弁慶 是 嗎,若 你 是 弁慶 ， 義經 早 在 當年 那個 安宅 關口 斃命 了 
服部 少年 和 毛利 名偵探 嗎,看來 你的 修行 還是 不夠 呢 
之前 把 你們 兩 個 誤 想成 了 兇手 ， 實在 抱歉,沒關係 了 
見到 初戀 情人 了 嗎 ， 平次,一輩子 都 不會 告訴 你的 ， 笨蛋 
有 什麼 嘛 ， 小氣鬼 ， 告訴 人家 嘛,也 可以 ， 再 過 1500 年 也許 會 告訴 你 
要 一個 冰淇淋,好 的 ， 300 日圓 
嘿 ！,是 她 ， 瑞奇 威家 的 姑娘 多 舒坦 哪 
可 有的 人得 拼命 幹,戴茜 ！ 站好 
歡迎 您 來 伍德 莊園 ， 瑞奇 威 小姐,祝願 您 過得 愉快 謝謝 ， 巴恩斯 特 ， 我 會 愉快 的 
也許 您 想見 見 他們 ？,待會 ， 我 想 看看 花園 修 的 怎樣 
設計師 還 沒 來 呢 ， 快 去辦 ， 巴恩斯 特,遵命 
真 抱歉 ， 你的 管家 沒 告訴 我,這 沒什麼 ， 沒什麼 
你 太 美 了,謝謝 ， 你 也 總 這麼 美 
茶給 您 放 哪兒 ， 小姐 ？,放在 客廳 裡 
露易 絲 她 怎麼 了 ？ 想 男人 了 ， 還有 什麼,她 一心一意 地 想 嫁給 一個 埃及人 
她 根本 不瞭解 那個人 我 派人 去 調查 了 一下,結果 呢 ？ 那個人 是結 過婚 的 
所以 你 就 制止 了 ？,你 說 對了 我 還 叫 她 別 指望 我 會 給 她 嫁妝 
噢 ， 林內 特,噢 ， 真 漂亮 你 喜歡 我 很 高興 
有 件事 我 想 跟 你 說說 想請 你 幫 個 忙,你 盡管 說 吧 這 可不是 件小 事 
我 訂婚 了,傑基 ， 這 太好了 
給 他 找 個 事 ？ 找事 ？,這 這兒 ， 伍德 莊園 ， 行 嗎 ？ 
你 不 覺得 應該 先 說說 他人 怎麼樣 ？,嗯 ， 他 叫 賽蒙 ， 賽蒙 多爾 他 是 … 他 是 我 最 中意 的 人 了 
傑基 ， 你 喜歡 嗎 ？,喜歡 啊 
噢 ， 真 漂亮,可不是 嘛 
他 喜歡 鄉村,能 在 這兒 找 個 事 那 最 理想 了 
哦 ， 林內 特 我 要不 嫁 他 我 就 寧可 去死,真的 ， 寧可 去死 
你 太 癡情 了,是 啊 
好 吧 ， 要 我 幫 什麼 忙 ？,你 現在 有 了 這麼 大一 個 莊園 總得 有 個人 替 你 管管 
我 想要 個 有經驗 的 聽 我 說 …,賽蒙 … 他 在 劍橋 學 產業 經營 管理 的 他 很 適合 
你 這麼 吧 你 要不 喜歡 ， 可以 辭了 他 ， 我 知道 你 會 喜歡 的,好 吧 ， 你 明天 把 他 帶來 
好,讓 我 先 看看 謝謝 
她 要 不用 我 ， 那 多 難堪 啊 放心 吧,林內 特 答應 了 ， 差不多 答應 了 
林內 特 不見得 會 喜歡 我,胡扯 ， 她 會 喜歡 你 
你 幹 這 事 最 合適 了 ， 最 合適,我 盡可能 不 叫 你 失望 
賽蒙 ， 我 真愛 你,你 叫 我 太 高興 了 
我們 去 埃及 度 蜜月,這次 你 埃及 可 去成 了 
林內 特 ， 他 來 了,下來 別 鬆手 啊 ， 親愛的 
就是 他 ， 我的 賽蒙,你好 ， 傑基 說 了 你 很多 好話 
他 合適 嗎 ， 他 好 嗎 ？,是 ， 我 看 他 倒挺 合適 
布萊梅 號 今晚 上 啟航 我 還 能 趕得上,你 想 去 買通 那些 英國 律師 ？ 不 ， 傻瓜 
那 幹嗎 ？,我 到 埃及 去 她 不是 在 那兒 度 蜜月 嗎 
他們 在 度 蜜月 ， 她 不會 那麼 清醒 你懂 了 嗎 ？,可是 林內 特 並不 傻 ， 潘寧 頓 
你 這麼 仔細 研究 什麼 ？,她 的 相片 ？ 還是 項鏈 ？ 
你 說話 可 要 謹慎 點 ， 鮑爾斯 留神 我 把 你 辭了,我 在乎 這個 ？ 
華盛頓 有錢 的 寡婦 多 著 呢,都 想雇 個 能 按摩 按摩 又 能 順從 她們 的 人 你 要辭 就 辭 吧 
好 大 脾氣 ， 鮑爾斯 看來 你 需要 散散心 了,那麼 到 尼羅河 去走 一趟 好 嗎 ？ 
那 地方 我 可是 討厭 透了 ， 我 最 受不了 的 就是 天熱 和 異教徒,那 好 ， 我們 去 
幹嗎 不裝 個 自動 電梯,懶骨頭 ！ 懶骨頭 ？ 
想到 快到 快 到 比 真的 到了 還有 味兒,多美 呀 ！ 
快活 嗎 ， 親愛的 ？,小 傻瓜 ， 我們 是 最 幸福 的 人 ， 最 美 的 人 ， 最 幸運 的 人 ， 最 孤獨 的 人 就 我們倆 ， 沒 別人 
傑基 … 你 在 這兒 幹什麼 ？,看看 風景 ， 跟 你們 一樣 
可 在 威尼斯 和 不列顛 我們 也 都 碰見 你 了,真是 太 巧了 
她 總是 跟著 我們 ， 存心 的,是 這樣 ， 簡直 不能 容忍 
騷貨 ！ 我們 到 哪兒 她 都 蹦出來 就 像 一 隻 袋鼠 在 發情,簡直 不能 理解 她 
我 看 這 都 得怪 我,是 嗎 ？ 
是 我 毀了 婚約 娶 了 你,她 當然 很不 高興 
我 看 她 心裡 得意 的 很 哪,不 ， 親愛的 
我們 是 幸福 的 ， 別 讓 傑基掃 了興,當然 
這是 美好 的 蜜月 誰 都 別想 破壞 它,我愛你 
瑞斯 上校 ！ 你好 啊 見到 你 真 高興,我的 老朋友 ， 好極了 ， 好極了 是 啊 
好久 沒 見到 你 了 ， 自從 … 那個 砍下 牧師 腦袋 的 離奇 案件 後,是 啊 ， 是 啊 
我 至今 還 覺得 你 真 運氣 從 煙囪 裡 把 刀 找出來,運氣 ？ 對 我 來說 是 運用 大腦 的 結果 
運氣 ， 我 留給 別人 了,對了 ， 我 忘了 你 對 自己 的 評價 了 
請問 你 來 這兒 幹嗎 ？ 我 是 來 度假 的 ， 坐 船到 尼羅河 上 遊玩 玩 ， 你 呢 ？,真巧 ， 我 也 是 哦 … 
換句話說 你 想 跟蹤 某 個 遊客,哦 ， 不 ， 不僅僅 是 來 度假 ， 朋友 ， 跟 你 一樣 
這 椅子 有主 嗎 ？ 這 世界上 ， 同志 ， 都 是 有主 的,什麼 ？ 哦 ， 沒 關系 ， 坐 吧 
謝謝 ， 你 在 讀 《 資本論 》 ？,啊 ， 我 出門 總 帶 著 
我 是 貝斯 納 大夫 我的 貝斯 納 學院 在 蘇黎世,簡福 克森 ， 世界 的 公民 
你 是 來 度假 的 吧 ， 啊 ？,不 ， 我 是 來 觀察 資本主義 制度 衰亡 的 ， 朋友 
眼前 就是 個 很好 的 標本 百萬富翁 的 女繼承人,寄生蟲 你 不滿意 ？ 
她 讓 我 惡心 在 任何 合理 的 社會 裡 …,是 啊 ， 也許 你 對 她 的 權利 也 太 大 了 
先生 噢 ， 謝謝 你,乾杯 
林內 特 ， 林內 特 ， 親愛的 安德魯 大叔 真 沒想到 我 不知道 你 也 來 埃及 旅行 了,是 突然 決定 的 ， 說 實在 的 我 來度 蜜月 的 
度 蜜月 ？ 這位 就是 新郎 ？,親愛的 ， 這是 我的 美國 律師 兼 託管 人 安德魯 潘寧 頓 
你好 跟 我們 一塊 坐 吧,那 好 ， 就 稍 坐 一會兒 
真是 引人注目 啊 連 你 這 英國人 也 在 含蓄 地 盯 著 她,她 太 美 了 噢 ， 她 太 有錢 了 
你 當然 知道 她 是 誰 當然 知道,請 原諒 我 打攪 你們 剛才 我 還 跟 我的 女兒 打賭 
你 是 霍克 爾波 瑞奇 著名 的 法國 偵探,不全 對 ， 霍克 爾波洛 著名 的 比利時 偵探 
說 對了 吧 ， 羅薩利,現今 世界上 只有 一個 波洛 先生 他 是 獨一無二 的 ， 就 像 我 也 是 獨一無二 的 
我 母親 ， 薩 萊梅 奧特 伯恩 小說家,啊 ， 你 就是 薩 萊梅 久仰 了 ， 很 榮幸 
你 瞧 我們 ， 兩 位 名人 聚 在一起 了,應該說 三位 
啊 ， 認識 一下 我的 朋友 瑞斯 上校 這是 奧特 伯恩 太太 和 她 的 女兒,榮幸 ， 太 榮幸 了 ， 請 坐 ， 太太 ， 小姐 
你 現在 大概 在 寫 另一 部書 吧 太太 ， 以 埃及 為 背景 ？,你 真 聰明 絕頂 ， 怎麼 推斷 出來 的 ？ 波洛 先生 
我 是 來 感染 一下 當地 色彩 是 為 寫 我的 巨著 … 《 獅身人面像 上 的 白雪 》,這 死 沉沉 的 謎 煥發出 炙熱 的 愛 ， 就 像 這個 剛剛 從 學校 畢業 的 英國 少女 ， 能 融化 沙漠 酋長 那 顆 坦誠 的 心 
不過 我 覺得 波洛 先生 不是 個 愛 看 愛情 小說 的 讀者,他 當然 愛 看 ！ 法國人 都 愛 看 他們 才 不怕 對性 的 描寫 ， 根本 不同於 我們 國內 的 那些 大 圖書館 ， 他們 禁止 薩 萊梅 奧特 伯恩 真實 地 描寫 男女 之 愛 
也許 你 願意 跟 我 跳 個 探戈 我的 小姐 ？,飯後 稍微 地 活動 活動 
會跳 探戈 嗎 ， 上校 ？ 怕跳 不好 ， 太太,那 讓 我 來教 你 ， 就 像 從前 西班牙人 跳 的 ， 當時 叫做 奇卡 
喂 ， 波洛 先生 ， 我 看見 林內 特找 你 了 ， 她 給 你 多少 錢 讓 你 趕 我 走 ？,不 ， 我 沒有 接受 多爾 太太 的 委託 
是 作為 真誠 的 朋友 跟 你 談談 還有 什麼 ？ 你 想 說 什麼 呢 ？,說 我 這樣 是 在 當眾 出醜 ？ 說 我 瘋 了 ？ 
我 說 死 了心 吧 不要 像 埃及人 那樣 … 為了 使 靈魂 永遠 不 死 而 把 屍體 保存起來,不 ， 永遠 死 了 這 條心 
不要 往後 看 ， 要 向前 看,記住 ， 時間 能夠 醫治 一切 
你 以為 我 在 受苦 ？ 你 錯了 相反 我 覺得 很 有 樂趣,對 ！ 最 糟糕 的 正 是 你 覺得 很 有 樂趣 
這 東西 很 小 ， 卻 能 致命 ， 我 爸爸 把 我 教成 神槍手 ， 有時候 我 真 想 把 這槍 對準 她 的 腦袋 ， 然後 只要 輕輕 地 … 一扣 ， 我 越來越 想 聽 那 槍聲,我 瞭解 你的 心情 有時候 我們 也 會 有的 
我 只是 想 警告 你 … 別 讓 邪惡 鉆 進 你的 心 它 會 留在 那兒 作怪 的,心裡 要 沒 愛情 ， 邪惡 當然 降臨 
你好 啊 ， 波洛 先生 你 回 旅館 嗎 ？,還 能去 哪兒 ？ 
你 瞧 ， 把 這個 送 林內 特 她 會 喜歡 嗎 ？,那 要看 她 抽煙 嗎 ？ 她 只 抽 香煙 
對了 ， 你 跟 傑基 談過 了 嗎 ？,談 了 ， 就 在 剛才 談 的 
好 ， 但願 她 能 明白 點,她 能 明白 的 就是 永恆 的 復仇 
你 開玩笑 ？,從不 開玩笑 ， 朋友 
可 傑基 這個 人 很 固執 想要 就 要 ， 不過 呢 … 她 也 想要 過 你 ？,大概 是 吧 ， 對 ， 要過 
可 她 脾氣 可懷 呢 ， 主意 又 大都 得由 她 做主 ？,對 
男人 可 受不了 這個 ， 是不是 ？,對 對 ， 是 受不了 
我 第一次 遇見 林內 特 ， 怎麼說 呢 …,就 像 早晨 的 太陽 蓋過 了 月亮 一樣 
認識 了 她 ， 傑基 就 不 存在 了,對 ， 有些 女人 是 有 這種 力量 
可 你 怎麼 擺脫 你 目前 的 困境 ？,我 有 個 絕妙 的 辦法 而且 十拿九穩 
去 火車站 ， 越 快 越好,謝謝 
對了 ， 你 準是 貝斯 納 大夫 一 嘴 漂亮 的 德國式 小 鬍子,我 看 你 永遠 當 不了 偵探 ， 先生 
我 叫 波洛 ， 霍克 爾波洛,啊 ， 著名 的 波洛 先生 我 未免 太 失敬 了 ， 失敬 了 
我 說 ， 這樣 是不是 更 簡單 我們 告訴 你 姓名 ， 你 把 我們 訂 的 客艙 說 一下,簡單 ？ 啊 ， 那 好 啊 那 當然 簡單 啦 ， 當然 啦 ， 這樣一來 最 簡單 不過 啦 
這下 可 好了 ， 到底 把 她 給 甩掉 了,那 還 用 說 嘛 ， 你 是 天才 
賽蒙 幹得 還 不錯 吧 ？,像 童話 一樣 
你 是 瑞奇 威家 姑娘 吧 ？ 你 是範 斯凱勒 太太,我 還 當 你 不會 先 打招呼 呢 我 不大 跟 陌生人 打招呼 
噢 ， 項鏈 真美,謝謝 令人 驚奇 啊 
知道 怎麼 變 的 嗎 ？ 一粒 小小 的 沙子 鉆 進 了 一個 蚌殼 裡 ， 到 後來 就 變成 了 一 顆 寶貴 的 珍珠 ， 戴 在 你 這樣 一 位 美人 的 脖子 上,我 可 沒 這麼 想 你 應該 想 那 蚌 為此 送命 了 
我的 傭人 鮑爾斯 她 跟 世界 拳王 打過 15 個 回合 那 拳王 就此 一蹶不振,對不起 ， 瑞奇 威 小姐 
你 對 那 項鏈 又 眼饞 了,住嘴 ， 鮑爾斯 
就 因為 你 對 她 父親 有仇 … 也 用不著 這麼 粗暴 有仇 ？,她 那 該死 的 父親 毀了 我的 全家 
我 說 你 應該 感激 才 是 要不 你 不會 有幸 來 服侍 我 了,光憑 這個 ， 也 恨不得 殺 了 她 
寫 文章 還要 誹謗 人 ， 是 吧 ？,真 遺憾 你 居然 如此 看待 《 柿子樹 下 的 熱戀 》 這 本書 
要 知道 親愛的 我 寫 這 本書 是 為了 恭維 你,直 說 吧 ， 奧特 伯恩 太太 我 可 不 認為 被 人 描寫 得像 一 隻 色情狂 的 猴子 是 恭維 
我 想 還是 由 律師 來 決定 ， 你 對 我 進行 下流 地 描寫 ， 該 怎麼 賠償 我 名譽 損失 ， 再見,沒 教養 的 ！ 我 會 讓 你 知道 究竟 什麼 是 名譽 
太 不負責任 了 吧 ？,對 ， 很不 負責 
裡面 沒 半點 差錯 核對 過 了 ， 我 反復 地 核對 過,我 總是 先 看過 再 簽字 ， 我 父親 教 我的 ， 他 常 說 誰 也 別信 ， 哪怕 你 是 律師 
你 去世 的 老 爸爸 他 真會 說 笑話,是 這樣 
就是 想 喝酒 ， 你 呢 ？,好 吧 ， 看 在 新婚 份上 
但願 我 不是 在 多 管閑事 我 是 律師,我 得 說 我 非常 欣賞 你 那種 一絲 不 茍 的 態度 
你 父親 完全 正確 總要 先 看過 ， 然後 再 簽字 ， 我 想 你 也 同意 吧 ？,當然 ， 當然 反正 不 急 
我 希望 我 沒有 得罪 他 得罪 又 怎麼 了 ？ 你 是 … ？,瑞斯 ， 瑞斯 上校 得罪 又 怎麼 呢 
跟 我們 一起 喝 一 杯 吧 ？,謝謝 ， 太 謝謝 了 
你 怎麼樣 ， 波洛 先生 ？ 來 喝 一 杯 慶祝 一下,瑞斯 和 我 會 跟 你們 喝 的 過 會兒 來 
太太 ， 有話 跟 你 說,過 會兒 ， 露易 絲 
過 會兒 ， 露易 絲,不 ， 這會兒 ， 要緊 事 酒吧 間 等 你 
說 吧,我 接到 份 電報 
可是 太太 ， 你 不能不 給,得了 吧 ， 露易 絲 
我 應該 去 ， 你 把 答應 過 的 錢 給 我 吧 ， 我 已經 跟 了 你 五年 了,這是 完全 辦不到 的 
太太 ， 你 答應 過 我,可 他們 還 沒 離婚 ， 露易 絲 
我 求求 你 ， 我 要 那 筆錢 做 嫁妝 ， 我 幹活 沒 偷懶,我 沒 辭 你 前 ， 你 還 得 照樣 做 下去 
我 就 知道 你 來 不是 什麼 … 怎麼說 的 ？ 僅僅 是 度假 來著,我 可以 告訴 你 ， 我 秘密 地為 多爾 太太 的 英國 律師事務所 工作 
我們 懷疑 安德魯 潘寧 頓 在 …,侵吞 她 的 財產 ？ 
侵吞 她 的 財產 ？,就是 這麼 回事 
根據 她 父親 的 遺囑 她 一 結婚 就 可以 經營 這些 財產 ， 而 現在 她 已經 結婚 了 潘寧 頓 剛 想 讓 她 簽 一個 …,擺脫 困境 的 文件 
真的 嗎 ？,是 真的 ！ 
現在 怎樣 ？,沒什麼 
在 健全 的 世界 應該 把 她 幹掉 來 警告 別人,幹掉 ？ 
對 死者 不 存在 誹謗 ， 對 嗎 ？,你的 話 我 聽 不 太 懂 
你 是不是 回到 船 上去 休息 一下,好 吧 
有 這 事 ？,噢 ， 有 
噢 ， 這 真是 太 奇妙 了,簡直 叫 人 無法 理解 
哪裡 有 四千 年 啊 ？,這些 柱子 是 西元前 1788 年建 的 ， 我們 都 同意 你 
怎麼 回事 ？,我 沒事 ， 真的 沒事 
我 得去 參觀 阿布 辛剖 廟,那 可 真 值得 一 看 
它們 怪 可怕 的,不 ， 不 可怕 
你 還 不 打算 死 了心 啊 ？ 你 不肯 離去 ？,不 ， 我 不會 離去 
它 會為 我 發出 聲音 嗎 ？,當然 ！ 
你 怎麼 這麼 說 ？,因為 這是 事實 ！ 
最 東邊 的 ， 就是 那個 最 著名 的 會 發聲 的 塑像,真的 ？ 
真的 ？,對 
我 早就 盼 著 跟 你 私下 談一談 ， 可 一直 找不到 機會,我們 有 什麼 可 談 的 ？ 
你 在 一些 有 地位 有 名望 的 人 面前 說 了 我 不少 很不 入耳 的 話,我 說 你 是 個 庸醫 
那你 告 我 ， 你 敢 嗎 ？,你 明知道 我 不能 告 
這是 要 你 命 的 事 嘍 ？,但願 這不 會要 你的 命 ！ 
幾點鐘 了 ？,鐘在 那兒 ， 拿 眼看 嘛 
你 是 想 喝 甜酒 還是 白蘭地 ？,不 ， 謝謝 
在 蘇黎世 辦 學院 的 是 你 呀,不錯 
我 媽媽 是 好 出身,可 她 的 好 家風 沒 傳給 你 
你 肯定 帶來 了 ？,當然 帶來 了 
怎麼 哪兒 也 沒有 啊,拿 眼看 嘛 
遵命 ， 太太 晚安,晚安 
好 吧 ， 我的 披肩 呢 ？,我 沒 看見 
你 今天 好像 困 得很 ， 波洛 先生,是 啊 ， 我 非常 非常 地 … 我 實在 太困 了 ， 太太 也 說不上來 怎麼 了 我 連 眼 都 睜 不 開了 
真 對不起,噢 ， 沒事 
今晚 尼羅河 有點 起浪 了,是 啊 ， 的確 ， 是 要 翻騰 了 
再見,再見 
賞岸 去 了 ？,是 啊 ， 月光 下 可 真美 ， 可 真是 蜜月 之 夜 
來 喝 點 ？,不 ， 謝謝 
我 想 睡覺 了,我 看 是 該 睡 了 是 該 睡 了 
晚安,晚安 
不 早 了 ， 我 也 該 走 了,不 ， 你 再 坐 一會兒 
談談 你自己 的 事 ， 嗯 ？,我 沒有什麼 好談 的 
我 看 你 夠 了 吧 ？,夠 什麼 ？ 
是 沒 我的 事,對 極了 
你 怎麼 了 ， 賽蒙 ， 害怕 了 ？,害怕 什麼 ？ 害怕 我 會把 我的 一段 經歷 … 告訴 這位 可愛 的 小姐 
我 可 真得 走 了,別走 ， 是 一段 很 傷心 的 事 
她 怎麼樣 ？,一個 對 過去 情人 開槍 的 人 還 能 怎麼樣 呢 ？ 
骨頭 打碎 了 ， 而且 血流 了 不少,不要緊 
我 守著 她,好 
開 開門 ， 對,慢點 走 ， 慢點 走 
好了 ， 你 給 他 頭上 捂 塊 濕 毛巾,是 ， 醫生 
我 去 把 那 槍 撿回來,那 東西 留在 那兒 不太好 ， 是 吧 ？ 
那 東西 留在 那兒 不太好 ， 是 吧 ？,是 啊 
剛才 出事 了,知道 ， 知道 奧特 伯恩 小姐 告訴 我 了 
傷勢 很重 ， 再 給 我 一塊 布,好 ， 這 就 去 
鮑爾斯 小姐 ， 她 不要緊 吧 ？,是的 ， 我 給 她 打 了 嗎啡 
你 看 是不是 需要 告訴 你 妻子 ？,好 ， 好 吧 ， 你 去 吧 
我 給 你 做 副 夾板 等 你 睡著 了 我 給 你 夾上 ， 嗯 ？,謝謝 大夫 
誰 會把 它 拿走 ？,誰 知道 啊 ？ 
什麼 ？,沒什麼 
那 我 就 聽 你的 吩咐 了,謝謝 
大夫 ， 談談 情況 吧,是 被 很 小 的 子彈 打中 的 口徑 大概 是 . 22 ， 而且 槍口 離 腦袋 很 近 
噢 ， 你 是 說 燒焦 了 ？,對 ， 對 ， 燒焦 了 
你 看 這是 什麼 ？,哦 ， 這個 意思 很 簡單 ， 這是 多爾 太太 臨死 前 她 想 對 我們 指明 誰 是 兇手 ， 所以 就 用 手指 蘸上 血在 墻上 寫 了 J ， 傑基 
你 盡 說 些 蠢話 ， 她 當時 就 斷了氣,真的 ？ 
真的 ？,是 啊 
根本 不可能 用手 蘸 血 寫字,對 ， 對 
你 是 在 開玩笑 ？,小小 的 玩笑 ， 不過 有點 不合時宜 
大夫 ， 人 什麼 時候 死 的 ？,她 死 了 至少 有 六小時 
這 就 太 奇怪 了,怎麼 了 呢 ？ 
好極了 ， 希望 排除 嫌疑 能夠 順利 地 進行,恐怕 不會 順利 ， 上校 
至少 先生 ， 你 總 不能 懷疑 我 吧 ？,噢 ， 怎麼 不能 ？ 
你 有 充分 理由 殺 她 ， 根據 我 昨晚 的 發現,哦 ， 是 給 你 偷聽 了 
我 是 說 可以 告 她,那你 就 毀了 ！ 
可是 我 不會 做出 這種 事,這 很 難說 ！ 
當 夜深人靜 ， 你 趁著 病人 睡著 的時候 溜出 了 你的 客艙 ， 到 多爾 太太 那兒 把 她 殺 了,不 ， 大夫 先生 ， 我 不能 排除 你 你的 那些 假設 … 言過其實 ！ 
你 完全 有可能 用 它 打死 多爾 太太,我 可能 做 ， 但 事實上 我 沒 做 ！ 
所以 肯定 不可能 是 她 殺 的,對 ， 完全 不可能 
你 這 人 真 可惡 ， 你 裝得 又 善良 又 體貼 人 ， 原來 是 想 陷害 我們 ！,我 必須 查明 真相 究竟 是 什麼 
